data_version,as_of_date,fund_code,reason_code,reason_detail
202602,2026-02-13,000005,missing_nav,no adjusted nav data
202602,2026-02-13,000009,missing_nav,no adjusted nav data
202602,2026-02-13,000010,missing_nav,no adjusted nav data
202602,2026-02-13,000013,missing_nav,no adjusted nav data
202602,2026-02-13,000064,missing_nav,no adjusted nav data
202602,2026-02-13,000116,missing_nav,no adjusted nav data
202602,2026-02-13,070002,missing_nav,no adjusted nav data
202602,2026-02-13,161005,missing_nav,no adjusted nav data
202602,2026-02-13,163402,missing_nav,no adjusted nav data
